src	trg	weight	src_type	trg_type	edge_type
6661	7335	0.9900	1	3	1#3
3717	8605	0.9900	4	2	2#4
5090	7594	0.9900	5	2	2#5
1272	4407	0.9900	1	1	1#1
8126	8167	0.9900	5	2	2#5
638	2198	0.9900	1	5	1#5
601	5345	0.9900	4	2	2#4
5317	5347	0.9900	1	3	1#3
4348	4369	0.9900	5	1	1#5
1567	4160	0.9900	3	1	1#3
2134	9362	0.9900	2	1	1#2
336	957	0.9900	5	5	5#5
2955	7736	0.9900	3	1	1#3
376	948	0.9900	4	4	4#4
7506	7892	0.9900	1	4	1#4
3832	3835	0.9900	3	4	3#4
842	938	0.9900	5	1	1#5
6330	6800	0.9900	5	4	4#5
3767	3835	0.9900	5	4	4#5
2930	9184	0.9900	4	3	3#4
522	4116	0.9900	5	5	5#5
26	45	0.9900	1	4	1#4
1582	2422	0.9900	5	4	4#5
2737	3999	0.9900	3	1	1#3
71	630	0.9900	5	2	2#5
333	2839	0.9900	3	1	1#3
7	241	0.9900	3	4	3#4
404	5137	0.9900	1	5	1#5
4924	9460	0.9900	3	2	2#3
949	3527	0.9900	4	2	2#4
1750	6648	0.9900	4	1	1#4
4103	6641	0.9900	2	1	1#2
88	5132	0.9900	4	3	3#4
7541	8233	0.9900	2	2	2#2
3305	6139	0.9900	3	4	3#4
3953	6462	0.9900	3	3	3#3
5035	5176	0.9900	1	1	1#1
1270	9024	0.9900	3	1	1#3
7203	9152	0.9900	1	1	1#1
4694	9539	0.9900	5	2	2#5
274	795	0.9900	2	1	1#2
732	1988	0.9900	3	5	3#5
3172	9539	0.9900	1	2	1#2
285	9663	0.9900	5	5	5#5
348	1361	0.9900	3	4	3#4
288	808	0.9900	1	4	1#4
182	5198	0.9900	5	4	4#5
1104	3130	0.9900	5	2	2#5
3418	3617	0.9900	1	4	1#4
4750	7833	0.9900	5	4	4#5
1318	4286	0.9900	5	5	5#5
732	4778	0.9900	3	4	3#4
3166	3196	0.9900	1	5	1#5
3803	4271	0.9900	3	2	2#3
8818	9208	0.9900	4	4	4#4
8145	8174	0.9900	5	1	1#5
607	2802	0.9900	4	3	3#4
382	498	0.9900	4	2	2#4
1428	9577	0.9900	5	4	4#5
185	501	0.9900	3	4	3#4
210	9577	0.9900	5	4	4#5
2610	4485	0.9900	2	1	1#2
1877	3616	0.9900	5	3	3#5
1279	5491	0.9900	2	3	2#3
2677	2738	0.9900	1	4	1#4
3137	8126	0.9900	4	5	4#5
5885	6122	0.9900	4	1	1#4
1733	5590	0.9900	2	1	1#2
3800	8772	0.9900	4	3	3#4
2594	9226	0.9900	5	5	5#5
5566	5723	0.9900	2	4	2#4
5161	7728	0.9900	3	3	3#3
3907	4004	0.9900	1	2	1#2
81	862	0.9900	5	3	3#5
3027	3033	0.9900	3	3	3#3
1924	3911	0.9900	1	5	1#5
3790	3852	0.9900	1	3	1#3
5361	5371	0.9900	5	4	4#5
315	2550	0.9900	4	5	4#5
5307	5892	0.9900	5	3	3#5
1272	6272	0.9900	1	3	1#3
15	2584	0.9900	2	1	1#2
88	95	0.9900	4	3	3#4
637	2687	0.9900	2	3	2#3
1686	8522	0.9900	1	4	1#4
2735	7441	0.9900	5	3	3#5
9150	9400	0.9900	5	5	5#5
239	5211	0.9900	2	2	2#2
5238	5677	0.9900	1	3	1#3
3171	7833	0.9900	3	4	3#4
4165	5162	0.9900	5	1	1#5
1369	6390	0.9900	5	3	3#5
83	4209	0.9900	3	5	3#5
3400	4650	0.9900	2	3	2#3
3577	4209	0.9900	5	5	5#5
416	504	0.9900	1	5	1#5
118	4459	0.9900	3	1	1#3
5830	6146	0.9900	4	3	3#4
4532	4731	0.9900	3	1	1#3
198	1446	0.9900	1	3	1#3
1749	4249	0.9900	2	3	2#3
2540	7667	0.9900	1	1	1#1
5012	6731	0.9900	2	1	1#2
2552	3214	0.9900	4	3	3#4
5642	6032	0.9900	1	4	1#4
2845	5358	0.9900	1	2	1#2
407	3214	0.9900	2	3	2#3
295	2140	0.9900	3	1	1#3
2995	4924	0.9900	3	3	3#3
3777	5425	0.9900	1	1	1#1
2973	4033	0.9900	4	4	4#4
5140	6390	0.9900	2	3	2#3
2930	4277	0.9900	4	1	1#4
2984	4303	0.9900	4	2	2#4
5823	6253	0.9900	3	1	1#3
7533	8321	0.9900	5	4	4#5
2230	2389	0.9900	2	4	2#4
258	914	0.9900	1	2	1#2
2129	4950	0.9900	5	5	5#5
7620	7737	0.9900	5	2	2#5
8	8806	0.9900	3	5	3#5
6998	9673	0.9900	4	3	3#4
84	5025	0.9900	3	1	1#3
8	7232	0.9900	3	5	3#5
2524	8066	0.9900	2	2	2#2
4196	5017	0.9900	2	1	1#2
1764	4701	0.9900	3	2	2#3
1730	7374	0.9900	1	3	1#3
4611	4968	0.9900	4	2	2#4
3161	8317	0.9900	5	1	1#5
5495	8060	0.9900	2	1	1#2
2	5005	0.9900	4	2	2#4
3835	4553	0.9900	4	2	2#4
2473	4494	0.9900	1	3	1#3
5093	7457	0.9900	5	1	1#5
608	3067	0.9900	5	3	3#5
2627	4571	0.9900	3	2	2#3
2667	3986	0.9900	3	2	2#3
2523	3439	0.9900	2	4	2#4
3466	3751	0.9900	2	4	2#4
1750	1788	0.9900	4	2	2#4
73	2559	0.9900	3	3	3#3
83	3857	0.9900	3	5	3#5
255	5325	0.9900	4	3	3#4
1294	3010	0.9900	2	3	2#3
5920	7639	0.9900	2	5	2#5
6583	9849	0.9900	2	4	2#4
6	8145	0.9900	5	5	5#5
750	1529	0.9900	3	1	1#3
5808	7039	0.9900	2	1	1#2
478	489	0.9900	1	2	1#2
2593	7608	0.9900	2	3	2#3
5626	9532	0.9900	1	2	1#2
12	322	0.9900	2	1	1#2
7579	9532	0.9900	1	2	1#2
9708	9747	0.9900	2	4	2#4
1958	4552	0.9900	4	1	1#4
3020	3929	0.9900	3	1	1#3
196	4552	0.9900	1	1	1#1
6370	8792	0.9900	5	1	1#5
873	874	0.9900	3	4	3#4
239	443	0.9900	2	2	2#2
6611	9125	0.9900	3	4	3#4
1427	2726	0.9900	2	3	2#3
5063	9134	0.9900	1	5	1#5
2758	3229	0.9900	1	5	1#5
2640	4484	0.9900	1	5	1#5
3037	6621	0.9900	1	3	1#3
3138	3253	0.9900	5	1	1#5
4339	8051	0.9900	5	3	3#5
2585	2858	0.9900	2	2	2#2
5815	6621	0.9900	4	3	3#4
3773	3794	0.9900	5	5	5#5
3815	4435	0.9900	4	3	3#4
319	632	0.9900	3	1	1#3
6039	7201	0.9900	3	5	3#5
4909	8538	0.9900	1	1	1#1
1351	2640	0.9900	5	1	1#5
748	1616	0.9900	3	1	1#3
2816	6293	0.9900	2	5	2#5
182	386	0.9900	5	3	3#5
362	443	0.9900	1	2	1#2
8757	9034	0.9900	5	3	3#5
1767	2540	0.9900	4	1	1#4
3947	4024	0.9900	2	5	2#5
7926	9075	0.9900	4	3	3#4
3	626	0.9900	2	2	2#2
2875	7547	0.9900	2	3	2#3
120	2619	0.9900	4	2	2#4
5256	7639	0.9900	2	5	2#5
2121	2668	0.9900	2	5	2#5
669	678	0.9900	3	1	1#3
783	4662	0.9900	1	1	1#1
410	1611	0.9900	1	5	1#5
3461	7662	0.9900	1	4	1#4
5094	9075	0.9900	4	3	3#4
2932	3498	0.9900	4	3	3#4
3810	4707	0.9900	5	4	4#5
2552	3880	0.9900	4	3	3#4
1066	2930	0.9900	4	4	4#4
1436	6826	0.9900	1	1	1#1
7620	8058	0.9900	5	4	4#5
179	8910	0.9900	5	1	1#5
6539	9308	0.9900	5	5	5#5
1279	3295	0.9900	2	1	1#2
2815	3615	0.9900	1	3	1#3
1	377	0.9900	2	2	2#2
2933	4024	0.9900	1	5	1#5
1999	6930	0.9900	1	3	1#3
125	6394	0.9900	5	4	4#5
794	6578	0.9900	5	4	4#5
6739	7377	0.9900	1	3	1#3
2592	7620	0.9900	1	5	1#5
727	2012	0.9900	1	1	1#1
5631	5785	0.9900	1	5	1#5
6802	6826	0.9900	5	1	1#5
4180	9336	0.9900	3	5	3#5
313	361	0.9900	5	2	2#5
8321	8619	0.9900	4	3	3#4
7051	7405	0.9900	5	1	1#5
2116	5814	0.9900	2	4	2#4
6086	8694	0.9900	1	2	1#2
6351	6982	0.9900	4	5	4#5
2670	5276	0.9900	5	4	4#5
5020	5257	0.9900	1	5	1#5
5866	7522	0.9900	3	3	3#3
5999	9812	0.9900	2	4	2#4
1	52	0.9900	2	5	2#5
899	7901	0.9900	2	3	2#3
439	5400	0.9900	5	4	4#5
5278	5400	0.9900	5	4	4#5
6563	9698	0.9900	3	5	3#5
9025	9170	0.9900	4	5	4#5
560	1421	0.9900	3	3	3#3
3036	3427	0.9900	5	3	3#5
491	3921	0.9900	4	2	2#4
758	6340	0.9900	3	5	3#5
559	1676	0.9900	3	4	3#4
336	635	0.9900	5	1	1#5
869	2746	0.9900	3	3	3#3
7504	8601	0.9900	4	5	4#5
23	686	0.9900	3	4	3#4
5953	6930	0.9900	5	3	3#5
1519	3016	0.9887	5	4	4#5
1203	2420	0.9866	2	4	2#4
3276	4472	0.9861	5	5	5#5
3201	7266	0.9857	4	3	3#4
3846	6215	0.9840	1	3	1#3
145	797	0.9833	3	1	1#3
448	4917	0.9832	5	2	2#5
6571	8138	0.9823	2	4	2#4
1001	3339	0.9820	5	1	1#5
7352	7652	0.9813	1	3	1#3
6427	8065	0.9812	5	5	5#5
6502	6792	0.9804	1	1	1#1
2523	3053	0.9800	2	3	2#3
446	5172	0.9800	2	4	2#4
9142	9332	0.9800	4	1	1#4
356	367	0.9800	5	3	3#5
1410	2161	0.9800	3	2	2#3
95	835	0.9800	3	4	3#4
2570	6257	0.9800	3	3	3#3
4087	4710	0.9800	1	2	1#2
697	5141	0.9800	4	5	4#5
5020	6322	0.9800	1	2	1#2
2579	8403	0.9800	5	4	4#5
2087	2161	0.9800	2	2	2#2
10	5645	0.9800	4	2	2#4
7062	9228	0.9800	4	3	3#4
101	1722	0.9800	4	5	4#5
3990	4545	0.9800	4	1	1#4
267	4000	0.9800	5	2	2#5
11	1257	0.9800	4	4	4#4
959	977	0.9800	4	3	3#4
941	1057	0.9800	3	4	3#4
344	2828	0.9800	3	5	3#5
3146	3154	0.9800	1	5	1#5
3574	8459	0.9800	5	5	5#5
8	5628	0.9800	3	2	2#3
6564	7271	0.9800	4	3	3#4
3439	8594	0.9800	4	5	4#5
629	789	0.9800	1	2	1#2
1411	3756	0.9800	3	5	3#5
6281	6359	0.9800	5	3	3#5
2974	3491	0.9800	4	5	4#5
21	5138	0.9800	3	3	3#3
716	1609	0.9800	3	1	1#3
4554	7679	0.9800	5	2	2#5
183	335	0.9800	4	2	2#4
5200	7715	0.9800	4	5	4#5
2610	4488	0.9800	2	5	2#5
285	5207	0.9800	5	1	1#5
2661	6486	0.9800	1	4	1#4
216	5224	0.9800	2	1	1#2
1771	5224	0.9800	4	1	1#4
5230	5308	0.9800	4	2	2#4
6889	6989	0.9800	2	1	1#2
5411	6084	0.9800	2	5	2#5
3336	3351	0.9800	2	4	2#4
645	2662	0.9800	5	5	5#5
6270	6312	0.9800	2	4	2#4
2872	2969	0.9800	4	3	3#4
7639	8811	0.9800	5	2	2#5
8796	8811	0.9800	2	2	2#2
1017	3369	0.9800	5	4	4#5
5024	6303	0.9800	5	3	3#5
218	5821	0.9800	5	3	3#5
7565	7643	0.9800	1	2	1#2
70	5011	0.9800	5	4	4#5
5187	5972	0.9800	5	1	1#5
5002	5646	0.9800	5	1	1#5
325	5021	0.9800	4	1	1#4
5607	6379	0.9800	5	5	5#5
3763	8919	0.9800	3	2	2#3
2227	6309	0.9800	2	3	2#3
1465	7609	0.9800	3	1	1#3
8897	9840	0.9800	3	3	3#3
2891	3234	0.9800	1	4	1#4
170	5827	0.9800	4	5	4#5
381	6612	0.9800	5	4	4#5
6427	6509	0.9800	5	5	5#5
5254	7818	0.9800	5	2	2#5
1956	3187	0.9800	2	2	2#2
3072	8652	0.9800	4	4	4#4
1272	2211	0.9800	1	5	1#5
3167	8128	0.9800	1	4	1#4
3597	3674	0.9800	3	3	3#3
675	3272	0.9800	5	5	5#5
514	552	0.9800	3	2	2#3
29	1567	0.9800	3	3	3#3
3836	6644	0.9800	1	4	1#4
4160	8861	0.9800	1	1	1#1
3760	8158	0.9800	3	4	3#4
2607	2824	0.9800	2	4	2#4
5393	5626	0.9800	3	1	1#3
5120	5235	0.9800	3	4	3#4
744	2540	0.9800	5	1	1#5
2660	3771	0.9800	5	2	2#5
2504	5051	0.9800	5	3	3#5
3145	4649	0.9800	1	5	1#5
482	2033	0.9800	1	5	1#5
5007	5639	0.9800	5	4	4#5
940	1753	0.9800	3	1	1#3
705	5451	0.9800	1	4	1#4
2852	3216	0.9800	1	1	1#1
92	1258	0.9800	5	4	4#5
3792	5197	0.9800	5	5	5#5
431	1839	0.9800	1	1	1#1
3140	5639	0.9800	2	4	2#4
5570	7485	0.9800	5	3	3#5
1524	3149	0.9800	3	5	3#5
9117	9121	0.9800	2	4	2#4
3528	3760	0.9800	4	3	3#4
1422	5197	0.9800	1	5	1#5
2876	6623	0.9800	3	4	3#4
4536	9653	0.9800	5	2	2#5
1573	3138	0.9800	4	5	4#5
16	1961	0.9800	3	5	3#5
788	7032	0.9800	3	3	3#3
5981	6157	0.9800	5	5	5#5
79	2582	0.9800	2	1	1#2
283	5051	0.9800	1	3	1#3
3790	4435	0.9800	1	3	1#3
1	5323	0.9800	2	3	2#3
6994	7336	0.9800	2	3	2#3
2248	6897	0.9800	1	1	1#1
3932	4244	0.9800	4	3	3#4
1007	2640	0.9800	2	1	1#2
1	5508	0.9800	2	4	2#4
2540	2697	0.9800	1	5	1#5
5417	5984	0.9800	1	1	1#1
1575	1656	0.9800	5	4	4#5
1133	2697	0.9800	1	5	1#5
7843	8848	0.9800	4	2	2#4
657	3304	0.9800	2	3	2#3
561	5235	0.9800	1	4	1#4
158	2697	0.9800	5	5	5#5
1889	4377	0.9800	3	2	2#3
178	188	0.9800	4	1	1#4
3522	4712	0.9800	4	3	3#4
7984	9234	0.9800	3	4	3#4
717	4493	0.9800	3	2	2#3
1747	8965	0.9800	4	2	2#4
2151	5185	0.9800	2	4	2#4
7843	7846	0.9800	4	5	4#5
4299	4456	0.9800	5	4	4#5
5092	5133	0.9800	5	1	1#5
21	704	0.9800	3	3	3#3
675	3175	0.9800	5	5	5#5
1889	2278	0.9800	3	5	3#5
7151	7174	0.9800	1	2	1#2
2912	2951	0.9800	4	3	3#4
5795	5821	0.9800	4	3	3#4
5784	5906	0.9800	1	2	1#2
2630	4741	0.9800	1	4	1#4
6574	7843	0.9800	3	4	3#4
2545	5943	0.9800	2	5	2#5
8243	9917	0.9800	2	3	2#3
1283	6704	0.9800	1	2	1#2
2027	9514	0.9800	1	3	1#3
5957	6009	0.9800	1	4	1#4
4381	4419	0.9800	5	3	3#5
3753	7526	0.9800	5	1	1#5
419	478	0.9800	5	1	1#5
5470	9866	0.9800	1	1	1#1
8345	9243	0.9800	4	1	1#4
8596	8917	0.9800	4	3	3#4
338	1155	0.9800	5	5	5#5
166	5161	0.9800	1	3	1#3
840	5626	0.9800	2	1	1#2
2989	5353	0.9800	4	3	3#4
2056	8908	0.9800	4	2	2#4
5150	5151	0.9800	3	2	2#3
3145	3302	0.9800	1	5	1#5
1139	5980	0.9800	1	4	1#4
5327	7398	0.9800	5	4	4#5
3325	3509	0.9800	5	2	2#5
2530	7846	0.9800	5	5	5#5
2696	8679	0.9800	2	4	2#4
795	7633	0.9800	1	1	1#1
1262	6362	0.9800	1	2	1#2
5280	5714	0.9800	5	3	3#5
1563	3447	0.9800	3	2	2#3
2550	3027	0.9800	5	3	3#5
597	3027	0.9800	3	3	3#3
7399	8337	0.9800	1	3	1#3
6711	7900	0.9800	3	2	2#3
5011	6330	0.9800	4	5	4#5
6904	7217	0.9800	1	3	1#3
4541	8958	0.9800	4	5	4#5
1030	3178	0.9800	2	5	2#5
2513	9547	0.9800	2	2	2#2
5560	7189	0.9800	2	5	2#5
2074	6706	0.9800	1	4	1#4
1311	5695	0.9800	5	3	3#5
3473	4795	0.9800	1	1	1#1
3130	3282	0.9800	2	4	2#4
6567	9771	0.9800	3	2	2#3
3781	9148	0.9800	4	2	2#4
7658	8209	0.9800	3	1	1#3
1089	8218	0.9800	3	3	3#3
2110	3282	0.9800	1	4	1#4
70	1632	0.9800	5	4	4#5
2904	4987	0.9800	1	4	1#4
1316	1420	0.9800	4	3	3#4
5987	8478	0.9800	4	5	4#5
3462	8051	0.9800	4	3	3#4
4387	4795	0.9800	3	1	1#3
1573	2822	0.9800	4	5	4#5
5317	7521	0.9800	1	5	1#5
8181	8723	0.9800	1	3	1#3
1118	7368	0.9800	5	1	1#5
6469	6820	0.9800	2	5	2#5
6300	8994	0.9800	4	3	3#4
2268	2316	0.9800	2	4	2#4
5170	6889	0.9800	4	2	2#4
1825	2259	0.9800	5	5	5#5
5119	7931	0.9800	1	1	1#1
627	3542	0.9800	3	3	3#3
8442	8529	0.9800	5	5	5#5
5082	8755	0.9800	1	5	1#5
5323	8209	0.9800	3	1	1#3
172	173	0.9800	3	4	3#4
3629	8610	0.9800	1	2	1#2
2815	3132	0.9800	1	3	1#3
1165	4506	0.9800	3	4	3#4
6094	8284	0.9800	4	4	4#4
3951	5170	0.9800	1	4	1#4
7508	8284	0.9800	5	4	4#5
460	8180	0.9800	5	3	3#5
1281	2051	0.9800	2	4	2#4
3751	3774	0.9800	4	1	1#4
6100	7895	0.9800	4	1	1#4
3253	8399	0.9800	1	3	1#3
7994	8034	0.9800	3	4	3#4
854	919	0.9800	3	3	3#3
3021	8021	0.9800	3	5	3#5
6664	9380	0.9800	3	2	2#3
5630	8130	0.9800	5	5	5#5
2505	2579	0.9800	1	5	1#5
860	4621	0.9800	2	5	2#5
2813	8439	0.9800	1	5	1#5
5646	8186	0.9800	1	2	1#2
2814	8439	0.9800	3	5	3#5
417	3467	0.9800	5	2	2#5
108	4638	0.9800	2	1	1#2
1255	3908	0.9800	1	5	1#5
3479	3480	0.9800	3	1	1#3
352	2880	0.9800	4	2	2#4
1026	5440	0.9800	4	4	4#4
6994	8480	0.9800	2	2	2#2
381	2520	0.9800	5	1	1#5
5902	7787	0.9800	2	2	2#2
5364	5661	0.9800	4	5	4#5
3076	8862	0.9800	3	2	2#3
6274	6900	0.9800	4	2	2#4
919	1709	0.9800	3	5	3#5
7825	9130	0.9800	4	5	4#5
5420	6095	0.9800	4	1	1#4
2984	3062	0.9800	4	5	4#5
450	589	0.9800	2	3	2#3
372	3226	0.9800	4	1	1#4
1408	1762	0.9800	1	2	1#2
202	1135	0.9800	3	5	3#5
6384	7008	0.9800	4	1	1#4
1938	2257	0.9800	3	5	3#5
3441	3489	0.9800	5	5	5#5
1553	6507	0.9800	5	5	5#5
8770	8834	0.9800	1	5	1#5
33	2520	0.9800	5	1	1#5
3014	5012	0.9800	2	2	2#2
2501	2510	0.9800	2	3	2#3
1576	2510	0.9800	2	3	2#3
7867	9073	0.9800	4	1	1#4
557	1135	0.9800	3	5	3#5
79	2510	0.9800	2	3	2#3
2014	4733	0.9800	4	5	4#5
482	2544	0.9800	1	1	1#1
277	866	0.9800	4	3	3#4
2510	2592	0.9800	3	1	1#3
211	2672	0.9800	2	2	2#2
207	1292	0.9800	4	4	4#4
2350	7034	0.9800	2	1	1#2
2582	2764	0.9800	1	3	1#3
44	660	0.9800	3	2	2#3
8766	8998	0.9800	5	3	3#5
2622	2805	0.9800	3	3	3#3
3838	8998	0.9800	1	3	1#3
963	1098	0.9800	2	4	2#4
182	5189	0.9800	5	2	2#5
13	6414	0.9800	1	4	1#4
2574	2867	0.9800	2	1	1#2
2228	7229	0.9800	1	5	1#5
472	2239	0.9800	4	3	3#4
1	2592	0.9800	2	1	1#2
2504	3819	0.9800	5	1	1#5
1152	6104	0.9800	3	3	3#3
4785	9160	0.9800	4	2	2#4
401	3545	0.9800	5	1	1#5
3129	3754	0.9800	5	5	5#5
8755	9160	0.9800	5	2	2#5
3148	5189	0.9800	5	2	2#5
1930	7847	0.9800	4	1	1#4
646	2073	0.9800	5	4	4#5
7749	7895	0.9800	3	1	1#3
1422	6500	0.9800	1	5	1#5
7671	9575	0.9800	2	4	2#4
162	3946	0.9800	3	1	1#3
515	4273	0.9800	2	4	2#4
5951	7828	0.9800	5	5	5#5
552	4298	0.9800	2	3	2#3
1	4298	0.9800	2	3	2#3
45	1010	0.9800	4	2	2#4
2728	8970	0.9800	5	4	4#5
825	1448	0.9800	5	4	4#5
102	1357	0.9800	2	3	2#3
6011	9088	0.9800	4	2	2#4
4180	6597	0.9800	3	3	3#3
120	2778	0.9800	4	4	4#4
3950	5478	0.9800	4	2	2#4
1357	2207	0.9800	3	4	3#4
6582	6745	0.9800	1	4	1#4
1806	3466	0.9800	5	2	2#5
864	1338	0.9800	1	3	1#3
6838	9244	0.9800	2	5	2#5
1294	1712	0.9800	2	5	2#5
254	626	0.9800	4	2	2#4
6513	7690	0.9800	5	3	3#5
5886	6733	0.9800	4	5	4#5
5391	6329	0.9800	4	2	2#4
320	1748	0.9800	5	3	3#5
1837	4229	0.9800	1	1	1#1
901	3244	0.9800	4	4	4#4
6118	6166	0.9800	1	5	1#5
1427	4082	0.9800	2	2	2#2
190	5186	0.9800	1	2	1#2
5098	6368	0.9800	1	5	1#5
2438	4343	0.9800	1	5	1#5
3936	7046	0.9800	5	2	2#5
244	5713	0.9800	2	4	2#4
647	5658	0.9800	5	5	5#5
5201	6412	0.9800	5	4	4#5
5016	7647	0.9800	1	2	1#2
5332	6258	0.9800	3	3	3#3
2787	5001	0.9800	3	5	3#5
1270	5001	0.9800	3	5	3#5
7347	9931	0.9800	5	2	2#5
2892	3526	0.9800	4	2	2#4
5004	5118	0.9800	4	4	4#4
7828	9857	0.9800	5	1	1#5
1452	4349	0.9800	4	1	1#4
4258	6318	0.9800	5	2	2#5
4231	8763	0.9800	5	2	2#5
4941	6878	0.9800	3	5	3#5
4230	6729	0.9800	5	3	3#5
2255	4429	0.9800	3	1	1#3
676	8763	0.9800	2	2	2#2
2510	2670	0.9800	3	5	3#5
518	1137	0.9800	4	2	2#4
186	1191	0.9800	3	1	1#3
1692	1748	0.9800	5	3	3#5
284	7581	0.9800	2	3	2#3
7816	7862	0.9800	3	2	2#3
355	2804	0.9800	2	2	2#2
6239	8310	0.9800	1	1	1#1
724	8818	0.9800	3	4	3#4
3189	4671	0.9800	2	2	2#2
479	2590	0.9800	3	2	2#3
451	7951	0.9800	3	4	3#4
629	1594	0.9800	1	1	1#1
3967	6838	0.9800	1	2	1#2
2919	7951	0.9800	3	4	3#4
794	813	0.9800	5	1	1#5
939	4935	0.9800	1	4	1#4
2532	7532	0.9800	1	1	1#1
7051	8584	0.9800	5	5	5#5
5707	7503	0.9800	3	4	3#4
2949	3262	0.9800	5	4	4#5
563	2917	0.9800	2	5	2#5
1281	1358	0.9800	2	4	2#4
5346	8139	0.9800	5	1	1#5
3245	3258	0.9800	2	3	2#3
3165	7553	0.9800	4	5	4#5
1720	5167	0.9800	4	3	3#4
8938	9366	0.9800	3	5	3#5
3099	3371	0.9800	4	3	3#4
2763	3139	0.9800	5	3	3#5
927	2646	0.9800	5	4	4#5
6261	6877	0.9800	3	5	3#5
2581	3755	0.9800	3	1	1#3
3334	8336	0.9800	2	1	1#2
7501	7662	0.9800	4	4	4#4
1574	6334	0.9800	4	1	1#4
988	2926	0.9800	4	5	4#5
2503	4390	0.9800	3	2	2#3
1595	6567	0.9800	3	3	3#3
4621	9308	0.9800	5	5	5#5
346	532	0.9800	3	1	1#3
2774	9045	0.9800	2	1	1#2
716	5648	0.9800	3	4	3#4
7668	8603	0.9800	2	1	1#2
2192	5648	0.9800	5	4	4#5
34	6284	0.9800	5	4	4#5
5639	5810	0.9800	4	4	4#4
3321	3755	0.9800	2	1	1#2
2687	5805	0.9800	3	4	3#4
55	2512	0.9800	4	2	2#4
2549	3881	0.9800	4	3	3#4
1563	6728	0.9800	3	4	3#4
342	739	0.9800	5	5	5#5
244	853	0.9800	2	2	2#2
5347	5492	0.9800	3	2	2#3
5373	5989	0.9800	3	2	2#3
3802	3821	0.9800	3	2	2#3
382	576	0.9800	4	4	4#4
6680	7621	0.9800	2	1	1#2
1809	1818	0.9800	1	1	1#1
1039	5803	0.9800	4	3	3#4
3109	3121	0.9800	5	1	1#5
7759	7935	0.9800	3	4	3#4
1530	7272	0.9800	2	3	2#3
3872	4193	0.9800	4	5	4#5
7910	8799	0.9800	4	4	4#4
2508	2547	0.9800	2	2	2#2
2546	6332	0.9800	4	3	3#4
7140	8204	0.9800	3	4	3#4
757	1322	0.9800	2	4	2#4
259	2534	0.9800	2	5	2#5
5538	6215	0.9800	2	3	2#3
840	1202	0.9800	2	2	2#2
1622	1778	0.9800	4	1	1#4
2787	3021	0.9800	3	3	3#3
72	5033	0.9800	5	4	4#5
277	5276	0.9800	4	4	4#4
131	874	0.9800	3	4	3#4
317	5033	0.9800	4	4	4#4
5675	5706	0.9800	2	5	2#5
2588	3555	0.9800	4	2	2#4
1344	1422	0.9800	5	1	1#5
2586	7650	0.9800	1	4	1#4
1593	9795	0.9800	2	5	2#5
1017	5706	0.9800	5	5	5#5
1372	6372	0.9800	1	2	1#2
5053	6372	0.9800	4	2	2#4
1731	6573	0.9800	3	1	1#3
2529	2628	0.9800	3	5	3#5
1027	8392	0.9800	5	3	3#5
667	899	0.9800	4	2	2#4
325	2589	0.9800	4	2	2#4
6294	6333	0.9800	5	4	4#5
2511	7865	0.9800	1	2	1#2
2943	7865	0.9800	2	2	2#2
4709	6256	0.9800	5	1	1#5
675	3271	0.9800	5	3	3#5
1251	6256	0.9800	4	1	1#4
5197	8018	0.9800	5	2	2#5
1988	2556	0.9800	5	1	1#5
2814	2881	0.9800	3	2	2#3
1926	5954	0.9800	2	4	2#4
2885	3483	0.9800	1	5	1#5
202	8070	0.9800	3	2	2#3
7662	8923	0.9800	4	4	4#4
510	2406	0.9800	3	2	2#3
5040	7533	0.9800	2	5	2#5
8037	8507	0.9800	2	3	2#3
5572	6742	0.9800	4	3	3#4
1262	1887	0.9800	1	2	1#2
1777	6765	0.9800	1	3	1#3
923	2759	0.9800	3	2	2#3
201	6606	0.9800	3	3	3#3
2750	3715	0.9800	5	4	4#5
8314	8392	0.9800	3	3	3#3
2696	5357	0.9800	2	2	2#2
6321	7339	0.9800	5	5	5#5
1487	6574	0.9800	3	3	3#3
6253	6370	0.9800	1	5	1#5
7051	7763	0.9800	5	1	1#5
560	3095	0.9800	3	4	3#4
3781	8842	0.9800	4	4	4#4
258	7992	0.9800	1	3	1#3
2514	3095	0.9800	1	4	1#4
1085	5406	0.9800	3	3	3#3
2481	3535	0.9800	2	5	2#5
2650	3891	0.9800	4	4	4#4
8262	9517	0.9800	4	5	4#5
1728	4329	0.9800	5	2	2#5
365	2984	0.9800	5	4	4#5
2853	2859	0.9800	2	4	2#4
5099	8891	0.9800	5	4	4#5
1290	3812	0.9800	1	3	1#3
1409	5860	0.9800	2	5	2#5
766	1001	0.9800	1	5	1#5
6266	6672	0.9800	5	3	3#5
1271	4714	0.9800	3	3	3#3
309	2653	0.9800	5	2	2#5
1908	2653	0.9800	4	2	2#4
669	3791	0.9800	3	1	1#3
1252	3999	0.9800	3	1	1#3
5419	6654	0.9800	4	1	1#4
4322	9806	0.9800	1	1	1#1
5395	6654	0.9800	2	1	1#2
2989	7881	0.9800	4	4	4#4
1924	6530	0.9800	1	2	1#2
1622	2152	0.9800	4	1	1#4
939	1435	0.9800	1	4	1#4
1593	8544	0.9800	2	4	2#4
6489	7585	0.9800	1	1	1#1
1421	7150	0.9800	3	1	1#3
5012	5033	0.9800	2	4	2#4
